section,subsection,shapefile,heading,lookup_value,intensity,image,text
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,188,,,"In 1946, 10 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,189,,,"In 1946, 39 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,190,,,"In 1946, 14 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,191,,,"In 1946, 33 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here."
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,192,,,"In 1948, 157 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,193,,,"In 1949, 54 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,194,,,"In 1950, 24 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,195,,,"In 1950, 114 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,196,,,"In 1953, 961 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,197,,,"In 1953, 650 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,198,,,"In 1953, 42 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,199,,,"In 1953, 2290 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,200,,,"In 1917, 27 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,201,,,"In 1953, 2138 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,202,,,"In 1953, 56 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,203,,,"In 1953, 167 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,204,,,"In 1955, 18 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,205,,,"In 1955, 9 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,206,,,"In 1956, 37 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,207,,,"In 1956, 153 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,208,,,"In 1959, 1797 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,209,,,"In 1960, 67 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,210,,,"In 1960, 2977 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,211,,,"In 1960, 29 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,212,,,"In 1961, 26 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,213,,,"In 1961, 103 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,214,,,"In 1963, 50 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,215,,,"In 1963, 301 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,216,,,"In 1963, 40 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,217,,,"In 1966, 25 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,218,,,"In 1966, 466 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,219,,,"In 1966, 35 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,220,,,"In 1966, 1512 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,221,,,"In 1966, 684 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,222,,,"In 1967, 56 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,223,,,"In 1967, 2757 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,224,,,"In 1970, 134 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,225,,,"In 1972, 77 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here."
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,226,,,"In 1972, 47 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,227,,,"In 1972, 29 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,228,,,"In 1972, 40 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,229,,,"In 1972, 1466 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,230,,,"In 1972, 10 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,231,,,"In 1973, 200 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,232,,,"In 1973, 722 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,233,,,"In 1974, 104 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,234,,,"In 1976, 45 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,235,,,"In 1979, 420 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,236,,,"In 1979, 39 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,237,,,"In 1979, 125 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,238,,,"In 1979, 18 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,239,,,"In 1981, 91 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,240,,,"In 1981, 17 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,241,,,"In 1982, 28 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,242,,,"In 1985, 105 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,243,,,"In 1985, 70 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,244,,,"In 1985, 70 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,245,,,"In 1986, 519 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,246,,,"In 1986, 43 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,247,,,"In 1986, 35 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,248,,,"In 1987, 246 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,249,,,"In 1987, 10 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,250,,,"In 1987, 20 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,251,,,"In 1987, 104 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,252,,,"In 1987, 318 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,253,,,"In 1987, 5 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,254,,,"In 1987, 10 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,255,,,"In 1988, 207 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,256,,,"In 1988, 1008 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,257,,,"In 1988, 2228 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,258,,,"In 1989, 14 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,259,,,"In 1989, 15 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,260,,,"In 1990, 23 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,261,,,"In 1990, 90 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,262,,,"In 1991, 79 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,263,,,"In 1992, 15 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,264,,,"In 1993, 134 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,265,,,"In 1994, 96 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,266,,,"In 1994, 30 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,267,,,"In 1994, 18 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,268,,,"In 1994, 37 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,269,,,"In 1994, 35 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,270,,,"In 1996, 140 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,271,,,"In 1996, 51 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,272,,,"In 1998, 245 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,273,,,"In 2000, 1482 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,274,,,"In 2000, 682 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,275,,,"In 2000, 2181 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,276,,,"In 2000, 3114 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,277,,,"In 2000, 121 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,278,,,"In 2002, 31 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,279,,,"In 2003, 2754 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,280,,,"In 2003, 9 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,281,,,"In 2003, 4447 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,282,,,"In 2003, 5 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,283,,,"In 2003, 1991 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,284,,,"In 2003, 126 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,285,,,"In 2003, 576 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,286,,,"In 2003, 7262 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,287,,,"In 2003, 53 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,288,,,"In 2003, 816 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,289,,,"In 2003, 1469 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,290,,,"In 2003, 194 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,291,,,"In 2003, 16 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,292,,,"In 2003, 5 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,293,,,"In 2003, 1126 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,294,,,"In 2003, 4921 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,295,,,"In 2003, 289 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,296,,,"In 2003, 2823 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,297,,,"In 2003, 119 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,298,,,"In 2003, 2063 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,299,,,"In 2006, 1644 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,300,,,"In 2011, 245 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,301,,,"In 2008, 384 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,302,,,"In 2006, 4 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,303,,,"In 2008, 8 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,304,,,"In 2011, 3703 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,305,,,"In 2011, 5 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,306,,,"In 2011, 50 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,307,,,"In 2012, 4964 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,308,,,"In 2012, 10 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,309,,,"In 2012, 70 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,310,,,"In 2008, 65 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,311,,,"In 2007, 20 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,312,,,"In 2010, 143 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,313,,,"In 2010, 26 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,314,,,"In 2005, 67 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,315,,,"In 2007, 13 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,316,,,"In 2009, 41 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,317,,,"In 2006, 1465 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,318,,,This location does not have a record of wildfire between 1889 and 2013. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,319,,,"In 2007, 1173 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,320,,,"In 2007, 6231 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,321,,,"In 2006, 67 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,322,,,"In 2006, 1057 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,323,,,"In 2006, 24 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,324,,,"In 2006, 21 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,325,,,"In 2006, 7 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,326,,,"In 2007, 3633 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,327,,,"In 2013, 172 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,328,,,"In 2013, 720 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,329,,,"In 2013, 1087 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
,,,,,,,
Past Events,Historic Events,EQ_Historic_Distance,Earthquake,1,,,"In 2004, a magnitude 3.0 earthquake likely caused some shaking nearby, but people may not have realized it was an earthquake. It would have felt similar to the vibrations of a passing truck."
Past Events,Historic Events,EQ_Historic_Distance,Earthquake,2,,,"In 1990, a magnitude 3.2 earthquake likely caused some shaking nearby, but people may not have realized it was an earthquake. It would have felt similar to the vibrations of a passing truck."
Past Events,Historic Events,EQ_Historic_Distance,Earthquake,3,,,"In 1983, a magnitude 3.0 earthquake likely caused some shaking nearby, but people may not have realized it was an earthquake. It would have felt similar to the vibrations of a passing truck."
Past Events,Historic Events,EQ_Historic_Distance,Earthquake,4,,,"In 1978, a magnitude 3.0 earthquake likely caused some shaking nearby, but people may not have realized it was an earthquake. It would have felt similar to the vibrations of a passing truck."
Past Events,Historic Events,EQ_Historic_Distance,Earthquake,5,,,"In 2007, a magnitude 3.2 earthquake likely caused some shaking nearby, but people may not have realized it was an earthquake. It would have felt similar to the vibrations of a passing truck."
Past Events,Historic Events,EQ_Historic_Distance,Earthquake,6,,,"In 1989, a magnitude 3.6 earthquake likely caused some shaking nearby, but people may not have realized it was an earthquake. It would have felt similar to the vibrations of a passing truck."
Past Events,Historic Events,EQ_Historic_Distance,Earthquake,7,,,"In 1999, a magnitude 3.1 earthquake likely caused some shaking nearby, but people may not have realized it was an earthquake. It would have felt similar to the vibrations of a passing truck."
Past Events,Historic Events,EQ_Historic_Distance,Earthquake,8,,,"In 2003, a magnitude 3.0 earthquake likely caused some shaking nearby, but people may not have realized it was an earthquake. It would have felt similar to the vibrations of a passing truck."
Past Events,Historic Events,EQ_Historic_Distance,Earthquake,9,,,"In 2004, a magnitude 3.0 earthquake likely caused some shaking nearby, but people may not have realized it was an earthquake. It would have felt similar to the vibrations of a passing truck."
Past Events,Historic Events,EQ_Historic_Distance,Earthquake,10,,,"In 1983, a magnitude 3.3 earthquake likely caused some shaking nearby, but people may not have realized it was an earthquake. It would have felt similar to the vibrations of a passing truck."
